customer_id,state,income,employment_type,credit_score,loan_amount,loan_tenure,existing_loans_count,outstanding_debt,repayment_history_score,default_history,monthly_expenses,debt_to_income_ratio,risk_category,loan_eligible
CID001607,Maharashtra,88276.0,Salaried,499,351051.0,24,3,267019.0,54.1,1,34668.0,3.0248,High,0
CID001608,Madhya Pradesh,155226.0,Self-Employed,462,136398.0,180,2,458279.0,78.4,0,102803.0,2.9523,High,0
CID001609,Tamil Nadu,67461.0,Business Owner,787,200940.0,36,0,128269.0,81.7,0,43948.0,1.9014,Low,1
CID001610,Rajasthan,165378.0,Business Owner,542,255269.0,12,2,485030.0,75.6,0,81775.0,2.9329,Medium,0
CID001611,Bihar,244823.60000000012,Self-Employed,563,428526.0,180,2,79936.0,100.0,1,28341.0,0.3265,Medium,0
CID001612,Telangana,202317.0,Salaried,626,186098.0,36,1,888032.7499999994,65.9,0,148382.0,4.3893,Medium,1
CID001613,Rajasthan,115839.0,Government,517,201892.0,36,3,361341.0,43.9,1,31478.0,3.1193,High,0
CID001614,Uttar Pradesh,58085.0,Salaried,619,88215.0,36,2,298387.0,100.0,0,92967.0,5.1371,Medium,1
CID001615,Uttar Pradesh,8000.0,Salaried,574,960533.0,180,2,11741.85,32.2,0,3288.0,1.4677,Medium,0
CID001616,Telangana,186907.0,Salaried,648,299557.0,120,0,677151.0,62.0,0,82176.0,3.6229,Medium,1
CID001617,Chhattisgarh,28095.0,Business Owner,672,253848.0,60,4,98085.0,51.6,0,19547.0,3.4912,Medium,1
CID001618,Telangana,48017.0,Salaried,622,966563.0,60,1,101807.0,68.0,1,23086.0,2.1202,High,0
CID001619,West Bengal,224499.0,Salaried,618,1073289.0,24,0,276083.0,67.3,0,91478.0,1.2298,Medium,1
CID001620,Kerala,57723.0,Self-Employed,670,49326.0,180,1,214891.0,50.9,0,43923.0,3.7228,Medium,1
CID001621,Gujarat,58085.0,Salaried,733,528138.0,84,1,130854.0,91.3,0,31478.0,2.2528,Low,1
CID001622,Maharashtra,18985.0,Self-Employed,778,1048680.0,36,0,83136.0,67.3,0,6470.0,4.379,Low,1
CID001623,West Bengal,73940.0,Salaried,632,210904.0,180,1,278608.0,94.4,0,43127.0,3.768,Medium,1
CID001624,Uttarakhand,8000.0,Business Owner,795,637644.0,180,0,36126.0,46.6,0,31478.0,4.5158,Low,1
CID001625,Karnataka,19836.0,Salaried,720,168058.0,84,2,97804.0,48.4,0,10139.0,4.9306,Medium,1
CID001626,Andhra Pradesh,51654.0,Salaried,551,385784.0,240,1,105093.0,47.9,0,27025.0,2.0346,Medium,0
CID001627,Karnataka,33091.0,Salaried,549,507981.0,36,1,91605.0,80.4,1,13563.0,2.7683,High,0
CID001628,Rajasthan,47777.0,Government,603,172445.0,84,1,110698.0,100.0,1,21399.0,2.317,Medium,1
CID001629,Maharashtra,29657.0,Salaried,765,1081040.0,36,3,25183.0,63.9,0,16112.0,0.8491,Low,1
CID001630,Gujarat,87602.0,Salaried,609,159188.0,84,3,203443.0,23.7,0,31478.0,2.3224,Medium,1
CID001631,Kerala,142810.0,Business Owner,498,178466.0,180,3,356608.0,79.5,1,112828.0,2.4971,High,0
CID001632,Uttar Pradesh,125629.0,Self-Employed,631,201676.0,60,1,160840.0,83.3,1,43165.0,1.2803,Medium,1
CID001633,Telangana,38203.0,Salaried,491,118613.0,120,2,170954.0,49.3,1,28773.0,4.4749,High,0
CID001634,Madhya Pradesh,55876.0,Salaried,565,218366.0,24,2,101468.0,81.3,0,29058.0,1.8159,Medium,0
CID001635,Jharkhand,111664.0,Business Owner,603,256507.0,84,2,437009.0,86.2,0,59133.0,3.9136,Medium,1
CID001636,Tamil Nadu,44105.0,Salaried,661,201622.0,24,1,37189.0,69.4871955128205,1,31478.0,0.8432,Medium,1
CID001637,Uttar Pradesh,27277.0,Salaried,731,10000.0,12,0,17331.0,92.3,0,20176.0,0.6354,Low,1
CID001638,Karnataka,12606.0,Government,705,521156.0,84,2,62773.0,93.6,0,6663.0,4.9796,Low,1
CID001639,Chhattisgarh,103320.0,Salaried,555,244327.0,60,1,108856.0,63.8,0,31289.0,1.0536,Medium,0
CID001640,Jharkhand,223433.0,Salaried,620,477705.0,48,2,881748.0,82.9,0,171525.0,3.9464,Medium,1
CID001641,Rajasthan,32081.0,Salaried,656,836659.0,60,3,103311.0,100.0,0,25249.0,3.2203,Low,1
CID001642,Punjab,153467.0,Business Owner,629,556074.0,84,1,389543.0,56.9,0,79220.0,2.5383,Medium,1
CID001643,Rajasthan,109984.0,Self-Employed,628,198916.0,84,0,73265.0,93.2,1,56978.0,0.6661,Medium,1
CID001644,Telangana,217869.0,Salaried,512,405780.0,24,0,431125.0,74.9,0,67268.0,1.9788,Medium,0
CID001645,Maharashtra,125211.0,Government,557,136654.0,84,1,569761.0,47.2,1,50196.0,4.5504,High,0
CID001646,Kerala,37980.0,Salaried,617,310598.0,84,1,173689.0,33.6,0,13675.0,4.5732,Medium,1
CID001647,Maharashtra,111607.0,Salaried,402,796668.0,84,1,356991.0,69.4871955128205,1,77876.0,3.1986,High,0
CID001648,Haryana,131790.0,Government,701,333232.0,120,0,406708.0,43.9,0,73501.0,3.086,Medium,1
CID001649,Madhya Pradesh,191972.0,Salaried,540,742881.0,60,1,147542.5,89.4,0,85364.0,0.7686,Medium,0
CID001650,Andhra Pradesh,54770.0,Salaried,704,179876.0,180,0,218534.0,26.3,0,41750.0,3.99,Medium,1
CID001651,Maharashtra,48443.0,Self-Employed,697,419653.0,240,6,216697.0,73.0,0,30182.0,4.4732,Medium,1
CID001652,Tamil Nadu,48075.0,Freelancer,606,388677.0,120,2,181424.0,63.6,1,36937.0,3.7738,High,0
CID001653,Tamil Nadu,62436.0,Salaried,730,255935.0,48,0,178803.0,100.0,0,26667.0,2.8638,Low,1
CID001654,Uttar Pradesh,93709.0,Salaried,709,470711.0,24,3,314456.0,74.5,0,68710.0,3.3557,Low,1
CID001655,Maharashtra,54604.0,Business Owner,625,232413.0,120,0,81296.0,82.3,0,39719.0,1.4888,Medium,1
CID001656,Assam,95099.0,Salaried,616,252677.0,24,1,471741.0,61.4,1,71187.0,4.9605,High,0
CID001657,Rajasthan,144800.0,Business Owner,737,249341.0,24,1,682211.0,66.4,0,102622.0,4.7114,Low,1
CID001658,Tamil Nadu,155832.0,Salaried,668,97217.0,180,0,748750.0,91.0,0,109561.0,4.8049,Low,1
CID001659,Uttar Pradesh,39984.0,Salaried,733,341381.0,60,2,50012.0,69.4871955128205,0,28968.0,1.2508,Low,1
CID001660,Gujarat,54327.0,Business Owner,458,322647.0,36,0,186750.0,51.6,1,40635.0,3.4375,High,0
CID001661,West Bengal,93650.0,Government,657,237438.0,240,5,323424.0,92.8,1,47937.0,3.4535,Medium,1
CID001662,Rajasthan,49341.0,Salaried,523,910824.0,84,2,103514.0,100.0,0,20205.0,2.0979,Medium,0
CID001663,Jharkhand,46632.0,Salaried,647,1376169.1900000004,60,0,204868.0,100.0,0,15671.0,4.3933,Low,1
CID001664,Gujarat,52890.0,Self-Employed,707,861145.0,48,1,212646.0,95.8,0,23142.0,4.0205,Low,1
CID001665,Chhattisgarh,58085.0,Salaried,789,1181050.0,84,4,166910.0,64.3,0,32659.0,2.8735,Low,1
CID001666,Punjab,12917.0,Salaried,574,371333.0,84,3,11741.85,50.4,1,10314.0,0.909,High,0
CID001667,Karnataka,45627.0,Salaried,607,325124.0,84,2,226197.0,46.3,1,23339.0,4.9575,High,0
CID001668,Jharkhand,46270.0,Business Owner,642,209266.0,36,2,172710.0,43.9,0,24707.0,3.7327,Medium,1
CID001669,Maharashtra,13210.0,Salaried,572,291050.0,84,0,64233.0,68.1,0,6556.0,4.8625,Medium,0
CID001670,Haryana,33125.0,Salaried,728,98754.0,60,1,29498.0,100.0,0,19062.0,0.8905,Low,1
CID001671,Uttar Pradesh,21090.0,Freelancer,644,222982.0,180,2,76442.0,36.9,1,11367.0,3.6246,High,0
CID001672,Bihar,219781.0,Freelancer,659,141556.0,84,0,846518.0,70.3,0,141097.0,3.8516,Medium,1
CID001673,Bihar,39527.0,Self-Employed,699,281425.0,24,1,31266.0,63.6,1,17286.0,0.791,Medium,1
CID001674,Madhya Pradesh,109713.0,Salaried,644,360816.0,48,0,86691.0,46.5,1,55020.0,0.7902,High,0
CID001675,Madhya Pradesh,39370.0,Self-Employed,584,859895.0,84,0,147542.5,64.9,1,19736.0,3.7476,High,0
CID001676,Tamil Nadu,44878.0,Salaried,644,336989.0,84,1,183531.0,95.8,0,20614.0,4.0896,Low,1
CID001677,Maharashtra,36014.0,Salaried,581,683528.0,36,3,165513.0,74.5,1,25177.0,4.5958,High,0
CID001678,Uttar Pradesh,82671.0,Business Owner,658,332062.0,48,4,328549.0,82.5,0,47133.0,3.9742,Medium,1
CID001679,Karnataka,54474.0,Salaried,729,220933.0,12,3,86159.0,91.4,0,31594.0,1.5817,Low,1
CID001680,Andhra Pradesh,60049.0,Salaried,556,334481.0,48,0,291787.0,77.7,0,25255.0,4.8591,Medium,0
CID001681,Uttar Pradesh,48279.0,Salaried,527,166503.0,12,1,82198.0,62.6,1,24718.0,1.7026,High,0
CID001682,Chhattisgarh,53209.0,Salaried,653,510708.0,180,1,200729.0,72.0,0,25131.0,3.7725,Medium,1
CID001683,Telangana,92482.0,Salaried,588,75528.0,84,1,266550.0,48.5,1,69719.0,2.8822,High,0
CID001684,Haryana,20922.0,Government,652,189668.0,240,2,21976.0,71.1,0,6672.0,1.0504,Medium,1
CID001685,Maharashtra,15196.0,Salaried,675,56497.0,180,2,70996.0,72.4,0,5888.0,4.672,Medium,1
CID001686,Punjab,34444.0,Salaried,478,593383.0,84,0,108349.0,69.4871955128205,1,21709.0,3.1457,High,0
CID001687,Jharkhand,57468.0,Salaried,705,1136515.0,60,0,52478.0,63.5,0,34624.0,0.9132,Low,1
CID001688,Gujarat,86957.0,Government,556,1222345.0,180,0,193488.0,63.5,1,31478.0,2.2251,High,0
CID001689,West Bengal,78140.0,Self-Employed,648,344448.0,36,1,308065.0,39.7,0,25216.0,3.9425,Medium,1
CID001690,Kerala,38991.0,Salaried,597,250770.0,36,1,128003.0,83.0,0,28903.0,3.2829,Medium,1
CID001691,Karnataka,106468.0,Freelancer,605,674383.0,60,3,160311.0,40.6,1,81499.0,1.5057,High,0
CID001692,Rajasthan,28347.0,Salaried,785,601317.0,24,4,86809.0,60.0,0,19585.0,3.0624,Low,1
CID001693,Uttar Pradesh,42076.0,Salaried,648,417027.0,48,1,79518.0,55.8,0,16299.0,1.8899,Medium,1
CID001694,Karnataka,22913.0,Salaried,722,141377.0,24,0,65822.0,87.8,0,15911.0,2.8727,Low,1
CID001695,Uttar Pradesh,34711.0,Salaried,662,421956.0,24,0,67021.0,79.8,0,15907.0,1.9308,Low,1
CID001696,Maharashtra,24156.0,Salaried,699,40176.0,60,6,147542.5,84.2,0,9082.0,6.1079,Medium,1
CID001697,Maharashtra,18575.0,Business Owner,683,417609.0,84,1,79681.0,88.9,0,6325.0,4.2897,Low,1
CID001698,Maharashtra,64730.0,Salaried,670,10000.0,60,2,94122.0,57.2,0,20945.0,1.4541,Medium,1
CID001699,Uttarakhand,47407.0,Self-Employed,738,211725.0,24,0,24085.0,52.6,1,34188.0,0.508,Medium,1
CID001700,Rajasthan,107255.0,Salaried,662,395094.0,48,1,128436.0,36.3,0,77388.0,1.1975,Medium,1
CID001701,Himachal Pradesh,68788.0,Salaried,832,296223.0,24,1,294987.0,72.6,0,21776.0,4.2883,Low,1
CID001702,Maharashtra,244823.60000000012,Salaried,726,72570.0,84,1,37242.0,54.4,0,10346.0,0.1521,Low,1
CID001703,Tamil Nadu,64252.0,Government,558,270435.0,120,5,246015.0,79.0,0,27438.0,3.8289,Medium,0
CID001704,Rajasthan,45840.0,Salaried,635,296274.0,24,2,29265.0,93.2,0,18857.0,0.6384,Low,1
CID001705,Gujarat,76572.0,Business Owner,681,605931.0,24,1,88713.0,88.6,0,44488.0,1.1586,Low,1
CID001706,Maharashtra,37281.0,Salaried,648,201126.0,60,0,114090.0,72.4,0,19719.0,3.0603,Medium,1
CID001707,Telangana,40263.0,Salaried,704,352609.0,48,1,147542.5,71.6,0,15887.0,3.6645,Low,1
CID001708,Karnataka,58085.0,Salaried,713,387389.0,36,2,239755.0,69.8,0,17947.0,4.1277,Low,1
CID001709,Telangana,59646.0,Salaried,541,753118.0,36,3,202412.0,100.0,0,27512.0,3.3936,Medium,0
CID001710,Telangana,60951.0,Salaried,752,432358.0,48,1,238018.0,58.4,0,30640.0,3.9051,Low,1
CID001711,Karnataka,39095.0,Salaried,610,825469.0,240,1,48707.0,69.4871955128205,0,31478.0,1.2459,Medium,1
CID001712,Maharashtra,57290.0,Business Owner,602,561683.0,180,1,198325.0,66.4,0,28880.0,3.4618,Medium,1
CID001713,Madhya Pradesh,67181.0,Salaried,602,412829.0,84,2,162162.0,54.3,0,32931.0,2.4138,Medium,1
CID001714,Gujarat,42904.0,Self-Employed,714,408450.0,120,3,147542.5,62.4,0,33535.0,3.4389,Medium,1
CID001715,Maharashtra,34730.0,Salaried,628,175586.0,12,1,113524.0,70.6,0,26393.0,3.2688,Medium,1
CID001716,Chhattisgarh,71854.0,Self-Employed,596,158169.0,24,2,211071.0,46.3,1,35611.0,2.9375,High,0
CID001717,Maharashtra,160117.0,Self-Employed,616,461726.0,36,3,496711.0,100.0,0,123401.0,3.1022,Medium,1
CID001718,Andhra Pradesh,58085.0,Salaried,506,1376169.1900000004,84,1,686212.0,84.5,1,55590.0,11.8139,High,0
CID001719,Chhattisgarh,43831.0,Salaried,582,250394.0,180,1,24139.0,91.8,0,13428.0,0.5507,Medium,1
CID001720,Tamil Nadu,8168.0,Business Owner,550,219730.0,36,1,35704.0,66.8,1,3801.0,4.3712,High,0
CID001721,Karnataka,93932.0,Freelancer,628,408593.0,24,1,59303.0,63.7,0,36881.0,0.6313,Medium,1
CID001722,Maharashtra,8000.0,Salaried,703,507300.0,120,3,24975.0,69.4871955128205,0,5217.0,3.1219,Low,1
CID001723,Tamil Nadu,8000.0,Salaried,694,258398.0,60,1,22093.0,56.1,0,4905.0,2.7616,Medium,1
CID001724,Maharashtra,55546.0,Freelancer,750,168877.0,84,0,120345.0,96.0,0,43727.0,2.1666,Low,1
CID001725,Andhra Pradesh,84368.0,Salaried,732,183459.0,60,2,91053.0,97.9,0,57112.0,1.0792,Low,1
CID001726,Maharashtra,186411.0,Self-Employed,607,216063.0,36,3,197282.0,81.0,0,92716.0,1.0583,Medium,1
CID001727,Rajasthan,47956.0,Salaried,651,330770.0,84,1,184137.0,100.0,0,20832.0,3.8397,Low,1
CID001728,Chhattisgarh,8000.0,Salaried,647,390496.0,60,2,11741.85,100.0,0,2618.0,1.4677,Low,1
CID001729,Haryana,208178.0,Self-Employed,477,722703.0,36,0,747909.0,100.0,0,89956.0,3.5926,Medium,0
CID001730,West Bengal,109378.0,Self-Employed,552,187780.0,180,1,542118.0,60.6,0,42784.0,4.9564,Medium,0
CID001731,Tamil Nadu,132439.0,Salaried,636,64704.0,12,0,472607.0,21.6,1,95295.0,3.5685,High,0
CID001732,Telangana,45416.0,Self-Employed,636,40899.0,60,1,38079.0,84.9,0,21024.0,0.8384,Low,1
CID001733,Rajasthan,54865.0,Business Owner,690,893119.0,48,0,147542.5,78.5,0,35214.0,2.6892,Low,1
CID001734,Uttar Pradesh,62821.0,Self-Employed,687,300113.0,24,0,267301.0,72.2,0,39197.0,4.255,Medium,1
CID001735,Maharashtra,8000.0,Salaried,508,86657.0,24,5,38365.0,65.4,1,2637.0,4.7956,High,0
CID001736,Bihar,88926.0,Self-Employed,691,271430.0,36,2,335646.0,97.0,0,27681.0,3.7744,Low,1
CID001737,Gujarat,69016.0,Business Owner,664,271770.0,60,2,130681.0,39.1,1,36062.0,1.8935,High,0
CID001738,Karnataka,178323.0,Business Owner,699,229882.0,36,0,290704.0,100.0,0,136043.0,1.6302,Low,1
CID001739,Uttar Pradesh,76127.0,Self-Employed,735,138850.0,120,4,306577.0,100.0,0,47171.0,4.0272,Low,1
CID001740,Uttar Pradesh,40279.0,Salaried,638,278828.0,36,4,157950.0,73.0,0,29340.0,3.9214,Medium,1
CID001741,Haryana,101695.0,Business Owner,749,232919.0,84,2,273430.0,75.7,0,32744.0,2.6887,Low,1
CID001742,Kerala,8000.0,Business Owner,578,367809.0,36,2,11741.85,46.3,0,3913.0,1.4677,Medium,0
CID001743,Kerala,90819.0,Salaried,574,94863.0,12,2,320061.0,90.1,1,29918.0,3.5242,High,0
CID001744,Maharashtra,9787.0,Salaried,684,1004062.0,36,2,30897.0,95.4,0,4604.0,3.1569,Low,1
CID001745,Uttar Pradesh,39298.0,Salaried,620,97378.0,120,0,21745.0,85.3,0,17373.0,0.5533,Low,1
CID001746,Gujarat,35549.0,Business Owner,670,221551.0,24,2,120543.0,45.2,0,27043.0,3.3909,Medium,1
CID001747,Maharashtra,46593.0,Salaried,648,630793.0,48,4,51052.0,37.8,0,33038.0,1.0957,Medium,1
CID001748,Tamil Nadu,32902.0,Self-Employed,681,1141068.0,12,2,138722.0,65.2,0,23136.0,4.2162,Medium,1
CID001749,Kerala,58085.0,Government,666,249538.0,84,2,105858.0,71.6,0,9366.0,1.8225,Low,1
CID001750,Karnataka,227762.0,Business Owner,580,182124.0,180,1,166862.0,90.3,0,126163.0,0.7326,Medium,1
CID001751,Rajasthan,54093.0,Government,514,752721.0,48,2,156502.0,65.2,0,18857.0,2.8932,Medium,0
CID001752,Karnataka,56027.0,Government,644,391499.0,60,2,147542.5,91.3,0,41059.0,2.6334,Low,1
CID001753,Maharashtra,41461.0,Salaried,735,1247905.0,60,3,175584.0,92.6,0,21811.0,4.2349,Low,1
CID001754,Tamil Nadu,33565.0,Salaried,624,389357.0,240,4,29678.0,79.5,0,11700.0,0.8842,Medium,1
CID001755,Chhattisgarh,42622.0,Salaried,682,265631.0,84,1,36444.0,87.4,0,31478.0,0.8551,Low,1
CID001756,Madhya Pradesh,151442.0,Freelancer,764,406575.0,12,3,603873.0,61.7,0,67248.0,3.9875,Low,1
CID001757,Uttarakhand,8000.0,Salaried,762,214714.0,24,4,12375.0,47.2,0,3198.0,1.5469,Low,1
CID001758,Maharashtra,138836.0,Government,684,772771.0,60,2,440544.0,58.6,0,80841.0,3.1731,Medium,1
CID001759,Maharashtra,135435.0,Self-Employed,648,634869.0,84,0,438782.0,53.3,0,73437.0,3.2398,Medium,1
CID001760,Rajasthan,46243.0,Business Owner,528,114540.0,36,0,154181.0,94.2,0,20219.0,3.3341,Medium,0
CID001761,Maharashtra,42013.0,Salaried,599,82603.0,84,0,84884.0,87.3,0,28092.0,2.0204,Medium,1
CID001762,Punjab,152971.0,Salaried,627,103496.0,60,1,103951.0,29.4,1,68032.0,0.6795,High,0
CID001763,Maharashtra,58085.0,Business Owner,581,930476.0,60,0,105661.0,73.6,1,17106.0,1.8191,High,0
CID001764,Gujarat,58085.0,Salaried,669,937643.0,60,2,227623.0,34.3,0,52510.0,3.9188,Medium,1
CID001765,Karnataka,160311.0,Freelancer,802,352458.0,180,2,392623.0,48.3,0,93895.0,2.4491,Low,1
CID001766,Uttar Pradesh,38854.0,Salaried,771,254096.0,36,2,68302.0,69.4871955128205,0,17266.0,1.7579,Low,1
CID001767,Kerala,45338.0,Business Owner,669,83765.0,120,2,194667.0,35.5,0,34519.0,4.2937,Medium,1
CID001768,Gujarat,112447.0,Salaried,712,158911.0,12,2,243496.0,42.7,0,74148.0,2.1654,Medium,1
CID001769,Uttar Pradesh,58176.0,Self-Employed,591,350978.0,24,2,62283.0,49.5,1,26243.0,1.0706,High,0
CID001770,Uttar Pradesh,40422.0,Salaried,767,1274680.0,180,4,158112.0,38.3,0,29561.0,3.9115,Medium,1
CID001771,Gujarat,96125.0,Salaried,525,154194.0,84,1,323292.0,41.6,1,43870.0,3.3632,High,0
CID001772,Madhya Pradesh,45969.0,Salaried,723,68345.0,84,2,86936.0,69.4871955128205,0,36215.0,1.8912,Low,1
CID001773,Bihar,65125.0,Salaried,648,199270.0,48,1,76856.0,36.3,0,49104.0,1.1801,Medium,1
CID001774,Uttarakhand,91806.0,Self-Employed,589,888366.0,36,0,227541.0,65.0,0,45950.0,2.4785,Medium,1
CID001775,Madhya Pradesh,137949.0,Self-Employed,633,239635.0,48,0,109904.0,70.2,1,87119.0,0.7967,Medium,1
CID001776,Tamil Nadu,139088.0,Business Owner,648,307165.0,60,3,208967.0,85.0,0,78969.0,1.5024,Low,1
CID001777,Andhra Pradesh,29186.0,Salaried,562,216103.0,84,1,141197.0,88.6,0,20675.0,4.8378,Medium,0
CID001778,Gujarat,58085.0,Salaried,522,630687.0,36,2,61299.0,42.5,0,38074.0,1.0553,High,0
CID001779,Tamil Nadu,59649.0,Salaried,711,306640.0,60,1,103634.0,43.5,1,36692.0,1.7374,Medium,1
CID001780,Punjab,92766.0,Salaried,746,102422.0,60,2,104395.0,42.4,0,53599.0,1.1254,Low,1
CID001781,Maharashtra,58085.0,Salaried,477,476324.0,240,1,857804.0,85.8,1,87512.0,14.7681,High,0
CID001782,Odisha,58085.0,Government,797,803060.0,60,1,411013.0,76.9,0,66126.0,7.0761,Low,1
CID001783,Gujarat,173368.0,Freelancer,649,1022073.0,60,0,133080.0,62.9,1,104552.0,0.7676,Medium,1
CID001784,Telangana,78387.0,Salaried,673,113681.0,120,0,356033.0,46.2,0,26162.0,4.542,Medium,1
CID001785,Telangana,17308.0,Self-Employed,532,690344.0,60,0,19738.0,73.1,1,10977.0,1.1404,High,0
CID001786,Maharashtra,45045.0,Freelancer,755,267607.0,48,2,103054.0,97.4,0,18308.0,2.2878,Low,1
CID001787,Telangana,121629.0,Salaried,666,449091.0,60,2,381711.0,96.1,0,45086.0,3.1383,Low,1
CID001788,West Bengal,43205.0,Salaried,741,746697.0,120,2,111505.0,40.5,1,34261.0,2.5808,Medium,1
CID001789,Maharashtra,36946.0,Salaried,747,405936.0,84,1,41070.0,91.4,0,27645.0,1.1116,Low,1
CID001790,Rajasthan,128565.0,Self-Employed,756,848800.0,36,0,522245.0,40.3,0,85350.0,4.0621,Medium,1
CID001791,Karnataka,42284.0,Government,648,472252.0,48,2,151942.0,62.0,1,25097.0,3.5934,High,0
CID001792,Kerala,44030.0,Business Owner,633,36388.0,60,2,208500.0,59.6,1,21686.0,4.7354,High,0
CID001793,Rajasthan,109717.0,Salaried,601,307860.0,60,1,229118.0,75.3,1,50274.0,2.0883,High,0
CID001794,Telangana,58085.0,Salaried,721,10000.0,48,2,257167.0,50.0,0,49418.0,4.4274,Medium,1
CID001795,Maharashtra,48987.0,Business Owner,676,243031.0,60,1,101593.0,72.1,0,25782.0,2.0739,Low,1
CID001796,Maharashtra,104573.0,Freelancer,735,372519.0,84,0,81927.0,48.4,0,49255.0,0.7834,Low,1
CID001797,Andhra Pradesh,34085.0,Self-Employed,739,423474.0,60,2,25473.0,73.4,0,14055.0,0.7473,Low,1
CID001798,Maharashtra,41338.0,Self-Employed,511,836470.0,60,2,162291.0,43.7,1,31258.0,3.926,High,0
CID001799,Maharashtra,24397.0,Salaried,758,215132.0,120,1,43472.0,62.0,0,16575.0,1.7819,Low,1
CID001800,Maharashtra,74359.0,Freelancer,726,926158.0,120,2,200180.0,70.1,0,46146.0,2.6921,Low,1
CID001801,Uttarakhand,160123.0,Business Owner,620,551965.0,60,2,785461.0,65.0,0,83481.0,4.9054,Medium,1
CID001802,Kerala,40126.0,Salaried,677,259045.0,240,3,23251.0,86.9,0,28175.0,0.5794,Low,1
CID001803,Uttar Pradesh,87665.0,Business Owner,640,365324.0,24,3,248043.0,24.8,1,33357.0,2.8294,High,0
CID001804,Tamil Nadu,61332.0,Salaried,699,198477.0,48,0,173692.0,73.5,1,22670.0,2.832,Medium,1
CID001805,Uttar Pradesh,21433.0,Salaried,620,443879.0,12,5,107025.0,53.4,1,16654.0,4.9935,High,0
CID001806,Madhya Pradesh,23079.0,Salaried,688,514455.0,120,5,98189.0,81.8,0,31478.0,4.2545,Medium,1
CID001807,Telangana,28939.0,Salaried,655,176738.0,120,0,23168.0,70.6,0,18354.0,0.8006,Low,1
CID001808,Karnataka,54843.0,Salaried,615,343276.0,84,2,66194.0,91.8,0,29221.0,1.207,Low,1
CID001809,Karnataka,75254.0,Salaried,665,348974.0,36,2,49110.0,65.3,1,56050.0,0.6526,Medium,1
CID001810,Maharashtra,134058.0,Self-Employed,866,724176.0,84,0,185771.0,94.7,0,89804.0,1.3858,Low,1
CID001811,Telangana,69201.0,Salaried,595,524880.0,48,4,100721.0,73.1,0,47360.0,1.4555,Medium,1
CID001812,Kerala,38872.0,Salaried,648,397491.0,180,2,35159.0,44.1,0,24307.0,0.9045,Medium,1
CID001813,Tamil Nadu,8011.0,Salaried,596,137808.0,36,1,23011.0,53.7,0,6095.0,2.8724,Medium,1
CID001814,Maharashtra,38666.0,Self-Employed,604,251169.0,36,1,188982.0,58.3,0,17612.0,4.8875,Medium,1
CID001815,Maharashtra,55420.0,Salaried,715,734454.0,240,1,228175.0,69.4871955128205,0,24008.0,4.1172,Low,1
CID001816,Himachal Pradesh,53080.0,Salaried,707,602102.0,60,1,75117.0,88.0,0,31531.0,1.4152,Low,1
CID001817,Tamil Nadu,80968.0,Freelancer,649,961809.0,60,1,325773.0,82.2,0,38484.0,4.0235,Medium,1
CID001818,Kerala,27944.0,Business Owner,732,278931.0,48,1,137487.0,83.3,0,9172.0,4.9201,Low,1
CID001819,Telangana,45934.0,Freelancer,713,190920.0,120,2,195611.0,55.1,1,35873.0,4.2585,Medium,1
CID001820,Uttar Pradesh,31008.0,Self-Employed,637,263134.0,48,1,80901.0,87.6,0,23311.0,2.609,Medium,1
CID001821,Karnataka,14156.0,Salaried,527,297075.0,48,3,24235.0,72.1,1,4320.0,1.712,High,0
CID001822,Maharashtra,62710.0,Business Owner,716,96588.0,24,1,242406.0,85.9,1,46033.0,3.8655,Medium,1
CID001823,West Bengal,54265.0,Salaried,663,811275.0,60,2,219177.0,40.5,1,30330.0,4.039,High,0
CID001824,Madhya Pradesh,50673.0,Salaried,651,301339.0,180,3,93024.0,79.0,0,27998.0,1.8358,Low,1
CID001825,Telangana,53535.0,Salaried,612,146968.0,240,3,80774.0,57.8,0,20540.0,1.5088,Medium,1
CID001826,Rajasthan,31290.0,Freelancer,709,241851.0,240,4,110280.0,44.7,0,12464.0,3.5244,Medium,1
CID001827,Maharashtra,24886.0,Salaried,677,1284228.0,60,0,111935.0,82.9,0,10961.0,4.4979,Low,1
CID001828,Maharashtra,93166.0,Government,631,299902.0,120,3,55266.0,61.4,1,53857.0,0.5932,Medium,1
CID001829,Madhya Pradesh,44094.0,Freelancer,551,1376169.1900000004,60,3,217908.0,80.6,0,23871.0,4.9419,Medium,0
CID001830,Tamil Nadu,178677.0,Self-Employed,735,369942.0,60,0,243595.0,50.4,0,78281.0,1.3633,Low,1
CID001831,Chhattisgarh,60908.0,Business Owner,698,324975.0,120,3,126224.0,100.0,0,42819.0,2.0724,Low,1
CID001832,West Bengal,45583.0,Self-Employed,670,339375.0,120,0,33648.0,67.6,0,21688.0,0.7382,Low,1
CID001833,West Bengal,229253.0,Freelancer,437,990530.0,12,0,171923.0,60.6,0,91343.0,0.7499,High,0
CID001834,Kerala,45231.0,Salaried,646,798199.0,180,3,78131.0,89.8,0,22921.0,1.7274,Low,1
CID001835,Haryana,111397.0,Business Owner,630,347162.0,120,0,338934.0,68.3,0,72736.0,3.0426,Medium,1
CID001836,Telangana,45492.0,Self-Employed,600,212573.0,84,2,207210.0,100.0,0,21009.0,4.5549,Medium,1
CID001837,Maharashtra,18303.0,Government,710,813319.0,180,3,14904.0,93.3,0,8406.0,0.8143,Low,1
